# iy iz iroll Y Z Roll candidate quality planning_ratio q0 q1 q2 q3 q4 q5
0 3 0 -0.75000000 0.08333330 -0.80000000 0 -1.84954732 0.50000000 0.00000000 0.18506895 1.91172946 1.28180708 0.00000000 0.00000000
0 3 1 -0.75000000 0.08333330 -0.59444400 0 -0.39152907 0.70000000 0.00000000 0.40243513 1.72957207 0.22305673 0.00000000 0.00000000
0 3 2 -0.75000000 0.08333330 -0.38888900 0 -0.91662990 0.80000000 0.00000000 0.34074308 1.91614904 -1.14031425 0.00000000 0.00000000
0 3 3 -0.75000000 0.08333330 -0.18333300 0 -0.80904366 1.00000000 0.00000000 -0.80867017 1.46291540 -1.13504372 0.00000000 0.00000000
0 3 4 -0.75000000 0.08333330 0.02222220 0 -1.75203223 1.00000000 0.00000000 0.44977370 0.78428781 -0.01253450 0.00000000 0.00000000
0 3 5 -0.75000000 0.08333330 0.22777800 0 -2.76216874 1.00000000 0.00000000 0.10339976 1.49588456 -0.62066454 0.00000000 0.00000000
0 3 6 -0.75000000 0.08333330 0.43333300 0 -1.87805427 1.00000000 0.00000000 0.11992785 1.06300843 1.44764565 0.00000000 0.00000000
0 3 7 -0.75000000 0.08333330 0.63888900 0 -2.59182299 1.00000000 0.00000000 -0.05727077 0.52732534 -0.02425884 0.00000000 0.00000000
0 3 8 -0.75000000 0.08333330 0.84444400 0 -1.93808159 1.00000000 0.00000000 -0.01352573 0.30796791 1.17697496 0.00000000 0.00000000
0 3 9 -0.75000000 0.08333330 1.05000000 0 -2.00218044 1.00000000 0.00000000 -0.41692486 0.89658681 1.31264504 0.00000000 0.00000000
0 4 0 -0.75000000 0.12777800 -0.80000000 0 -1.37737174 0.50000000 0.00000000 -0.11328070 1.32172910 -0.54971720 0.00000000 0.00000000
0 4 1 -0.75000000 0.12777800 -0.59444400 0 -1.96771396 0.40000000 0.00000000 -0.01069526 1.11193226 0.66819049 0.00000000 0.00000000
0 4 2 -0.75000000 0.12777800 -0.38888900 0 -1.25100578 0.70000000 0.00000000 0.10496625 1.17073170 1.14392827 0.00000000 0.00000000
